CustomerID,PurchaseFrequency,AvgOrderValue,TotalItems,LastPurchase,Recency,Cluster
12530.0,4,25.186060606060607,913,2011-10-11 12:34:00,59,0
12531.0,1,7.365882352941177,45,2011-11-25 11:12:00,14,3
12532.0,1,21.864375000000003,153,2011-11-09 13:47:00,29,0
12534.0,1,17.28857142857143,651,2011-08-01 10:26:00,130,0
12535.0,2,21.069117647058825,219,2011-09-09 08:48:00,91,0
12538.0,1,17.33095238095238,191,2011-11-10 17:16:00,28,0
12539.0,4,20.396886446886448,2067,2011-11-17 13:30:00,21,0
12540.0,17,28.03397489539749,6685,2011-11-20 11:31:00,19,0
12541.0,3,18.868846153846157,680,2011-11-10 10:40:00,29,0
12544.0,1,19.61578947368421,136,2011-11-03 16:15:00,35,0
12545.0,2,20.0078,523,2011-09-25 13:39:00,74,0
12546.0,2,16.833333333333332,633,2011-10-24 12:09:00,46,0
12547.0,2,25.975,134,2011-05-26 12:38:00,197,1
12548.0,1,19.04,49,2011-06-26 15:35:00,165,1
12550.0,1,16.92684210526316,569,2011-09-21 14:35:00,78,0
12551.0,1,16.8,100,2010-12-17 11:23:00,357,1
12552.0,2,21.891,88,2011-11-01 10:02:00,38,0
12553.0,10,19.33130890052356,1965,2011-12-01 16:38:00,7,0
12556.0,2,4.989338842975207,358,2011-10-20 13:06:00,49,3
12558.0,1,24.54181818181818,196,2011-12-02 10:41:00,7,0
12559.0,2,26.74809523809524,283,2011-02-02 09:49:00,310,1
12560.0,3,20.323904761904764,1110,2011-12-04 13:54:00,4,0
12561.0,1,14.928125,177,2011-02-10 11:39:00,302,1
12562.0,7,22.510357142857146,1779,2011-12-01 17:20:00,7,0
12564.0,1,21.757142857142856,133,2011-03-23 14:55:00,260,1
12565.0,1,16.21333333333333,80,2011-02-24 10:34:00,288,1
12566.0,1,18.507894736842104,265,2011-09-14 14:30:00,85,0
12567.0,10,21.07910313901345,4305,2011-11-17 11:02:00,22,0
12569.0,32,21.939840425531912,1801,2011-12-07 16:24:00,1,0
12571.0,2,15.28264705882353,523,2011-10-31 10:19:00,39,3
12572.0,2,17.006999999999998,452,2011-12-01 09:20:00,8,0
12573.0,1,5.733571428571429,84,2011-04-26 15:52:00,226,1
12574.0,1,19.85909090909091,61,2011-01-28 09:20:00,315,1
12576.0,5,14.952613636363637,967,2011-11-04 10:11:00,35,3
12577.0,3,4.474829931972788,472,2011-11-04 13:24:00,34,3
12578.0,2,24.51324561403509,1196,2011-11-18 13:30:00,20,0
12579.0,1,15.18689655172414,285,2011-09-22 17:15:00,77,3
12580.0,1,17.320833333333333,238,2011-04-07 10:24:00,246,1
12581.0,1,13.180666666666667,161,2011-10-31 08:56:00,39,3
12582.0,2,23.24363636363637,300,2011-04-15 08:45:00,238,1
12583.0,15,29.47927125506073,5060,2011-12-07 08:07:00,2,0
12584.0,9,24.355729166666663,416,2011-12-06 09:35:00,3,0
12585.0,2,23.44942528735632,1279,2011-04-19 13:39:00,233,1
12586.0,1,17.903636363636366,79,2011-11-22 16:24:00,16,0
12587.0,1,36.0,51,2011-12-02 12:47:00,7,0
12588.0,1,21.49,53,2011-10-31 15:01:00,38,0
12589.0,2,18.47657142857143,306,2011-11-11 10:19:00,28,0
12591.0,1,17.41730769230769,228,2011-01-26 14:35:00,316,1
12592.0,2,24.311111111111117,290,2011-09-08 15:04:00,91,0
12593.0,3,19.909523809523808,206,2011-08-23 12:43:00,108,0
12594.0,10,28.290000000000003,1777,2011-11-02 12:20:00,37,0
12596.0,2,22.898888888888887,474,2011-10-19 13:02:00,50,0
12597.0,4,18.50106796116505,2236,2011-11-20 13:33:00,18,0
12598.0,8,22.90212121212121,1964,2011-11-30 12:18:00,9,0
12599.0,7,16.654516129032256,956,2011-11-10 13:34:00,28,0
12600.0,10,40.61,774,2011-11-11 10:29:00,28,0
12601.0,5,20.609285714285715,245,2011-06-03 10:17:00,189,1
12602.0,1,12.76,162,2011-10-12 11:22:00,58,3
12604.0,2,15.88625,201,2011-09-21 14:08:00,78,3
12607.0,1,15.63871287128713,1228,2011-10-10 16:06:00,59,3
12609.0,3,18.78083333333333,648,2011-09-22 16:34:00,77,0
12610.0,5,19.80698113207547,1049,2011-11-17 09:34:00,22,0
12611.0,1,18.35876923076923,846,2011-10-18 13:12:00,51,0
12612.0,1,37.054736842105264,262,2011-09-26 15:35:00,73,0
12613.0,5,21.85869281045752,1644,2011-10-13 14:59:00,56,0
12614.0,1,15.78,76,2011-03-07 10:22:00,277,1
12615.0,4,21.820857142857143,1376,2011-12-07 15:02:00,1,0
12616.0,2,22.290625,284,2011-09-05 15:17:00,94,0
12617.0,1,8.465,213,2011-11-10 14:39:00,28,3
12618.0,1,16.11909090909091,96,2011-11-18 11:10:00,21,3
12619.0,9,40.45822222222222,3378,2011-11-23 14:52:00,15,0
12620.0,3,14.558804347826088,1181,2011-11-25 10:20:00,14,3
12621.0,20,29.31406852248394,7440,2011-12-08 11:25:00,1,0
12622.0,1,16.37272727272727,69,2011-04-21 16:39:00,231,1
12623.0,1,16.950000000000003,191,2011-03-08 13:50:00,275,1
12624.0,2,16.87184210526316,355,2011-08-25 15:04:00,105,0
12625.0,2,31.207209302325584,1612,2011-05-12 09:54:00,211,1
12626.0,9,22.51863945578231,3453,2011-11-16 16:06:00,22,0
12627.0,7,19.47186956521739,2752,2011-11-29 12:07:00,10,0
12628.0,3,19.1819512195122,448,2011-12-05 13:15:00,3,0
12630.0,2,19.8575,548,2011-11-30 10:48:00,9,0
12631.0,1,20.661290322580644,236,2011-10-13 13:53:00,56,0
12633.0,4,21.425544554455445,1162,2011-10-12 11:40:00,58,0
12635.0,2,16.724554455445546,1172,2011-09-11 11:04:00,89,0
12637.0,8,15.440769230769227,3002,2011-10-03 13:46:00,66,3
12638.0,1,17.222820512820515,577,2011-11-06 13:11:00,32,0
12639.0,1,22.095454545454547,201,2011-04-15 12:48:00,238,1
12640.0,3,22.16188679245283,311,2011-11-16 11:52:00,23,0
12641.0,1,18.59,72,2011-08-16 13:26:00,114,0
12642.0,3,21.55872340425532,552,2011-11-14 15:03:00,24,0
12644.0,1,15.416451612903227,325,2011-08-02 10:33:00,129,3
12645.0,4,24.31753424657534,1084,2011-11-06 12:38:00,33,0
12646.0,2,29.932666666666663,897,2011-12-05 10:14:00,4,0
12647.0,12,30.76710743801653,1431,2011-11-17 12:56:00,21,0
12648.0,1,15.145238095238096,160,2011-07-08 11:55:00,154,1
12649.0,3,20.113225806451613,586,2011-08-24 14:41:00,106,0
12650.0,1,15.722,254,2011-12-06 16:34:00,2,3
12651.0,1,12.666666666666666,78,2011-01-09 12:46:00,334,1
12652.0,1,19.16625,505,2011-01-12 15:00:00,330,1
12654.0,5,15.841578947368422,264,2011-11-29 10:10:00,10,3
12656.0,5,32.152142857142856,1723,2011-11-22 13:42:00,16,0
12657.0,4,34.961276595744685,1044,2011-11-28 15:47:00,10,0
12658.0,1,19.056944444444444,320,2011-11-21 10:22:00,18,0
12659.0,1,18.336,105,2011-11-10 11:53:00,29,0
12660.0,1,18.853846153846156,127,2011-11-28 13:26:00,10,0
12662.0,11,16.73817391304348,2058,2011-12-09 11:59:00,0,0
12665.0,1,21.0,37,2011-01-19 08:34:00,324,1
12667.0,1,18.791818181818183,395,2011-10-12 17:00:00,57,0
12668.0,4,23.64689440993789,1634,2011-11-28 10:56:00,11,0
12669.0,3,27.16861386138613,1115,2011-07-12 09:54:00,150,0
12670.0,5,32.56576086956522,1397,2011-11-29 15:23:00,9,0
12672.0,1,22.59,78,2011-01-14 09:20:00,329,1
12673.0,2,14.536190476190477,351,2011-12-04 13:55:00,4,3
12674.0,4,23.742168674698792,1133,2011-11-01 12:12:00,38,0
12676.0,6,29.58644444444445,670,2011-11-15 12:25:00,24,0
12679.0,4,23.187916666666663,554,2011-10-12 12:30:00,58,0
12680.0,4,16.592499999999998,443,2011-12-09 12:50:00,0,0
12681.0,22,21.610564263322885,7536,2011-11-25 11:33:00,14,0
12682.0,31,23.406133333333333,5575,2011-12-06 10:00:00,3,0
12683.0,15,24.64119186046512,4987,2011-12-05 16:31:00,3,0
12684.0,7,21.748857142857144,1985,2011-12-02 09:53:00,7,0
12685.0,6,18.23617834394904,1523,2011-11-11 13:46:00,27,0
12686.0,1,12.734285714285717,107,2010-12-03 09:51:00,371,1
12688.0,1,28.501812865497072,3028,2011-08-18 08:49:00,113,0
12689.0,2,17.327916666666667,628,2011-11-14 08:31:00,25,0
12690.0,1,24.313125,106,2011-05-18 09:09:00,205,1
12691.0,6,32.36875,394,2011-11-11 16:49:00,27,0
12693.0,4,21.946410256410257,255,2011-08-04 17:51:00,126,0
12694.0,2,23.504594594594597,509,2011-09-30 13:06:00,69,0
12695.0,4,21.55925925925926,220,2011-12-02 13:22:00,6,0
12697.0,3,23.355853658536585,508,2011-11-11 08:47:00,28,0
12700.0,4,18.432798507462685,2967,2011-12-02 10:47:00,7,0
12701.0,2,15.0511320754717,678,2011-09-21 10:47:00,79,3
12702.0,1,18.25,53,2011-11-20 10:36:00,19,0
12703.0,1,13.502380952380951,164,2011-09-29 17:52:00,70,3
12704.0,8,26.600454545454543,1006,2011-12-02 13:15:00,6,0
12705.0,9,20.56374251497006,3997,2011-11-24 13:17:00,14,0
12707.0,1,18.285454545454545,256,2011-02-21 08:38:00,291,1
12708.0,10,17.27968152866242,1307,2011-11-10 09:52:00,29,0
12710.0,3,14.922337662337664,851,2011-09-04 12:00:00,96,3
12712.0,13,33.053609022556394,1062,2011-11-11 08:19:00,28,0
12713.0,1,22.33026315789473,508,2011-12-09 12:16:00,0,0
12714.0,5,18.18092664092664,3069,2011-11-30 15:43:00,8,0
12715.0,1,16.85047619047619,197,2011-08-25 15:22:00,105,0
12716.0,2,15.267971014492751,708,2011-12-06 08:55:00,3,3
12717.0,2,18.74509090909091,506,2011-07-11 14:47:00,150,1
12718.0,1,12.539473684210526,203,2011-09-29 16:38:00,70,3
12719.0,2,16.53717948717949,374,2011-12-04 13:45:00,4,0
12720.0,25,16.332570621468925,4672,2011-12-07 08:03:00,2,0
12721.0,6,16.497701863354038,1959,2011-11-08 12:13:00,31,0
12722.0,4,18.82320754716981,566,2011-09-15 14:50:00,84,0
12723.0,5,10.508260869565218,434,2011-12-06 10:19:00,3,3
12724.0,4,19.46056603773585,445,2011-12-04 16:02:00,4,0
12725.0,1,17.825,164,2010-12-03 15:45:00,370,1
12726.0,7,21.041129032258063,3143,2011-11-11 13:35:00,27,0
12727.0,7,28.638129496402875,2098,2011-11-29 11:46:00,10,0
12728.0,4,18.18108695652174,419,2011-09-29 15:31:00,70,0
12729.0,1,17.423461538461538,233,2011-08-18 11:40:00,113,0
12732.0,1,19.688333333333336,111,2011-06-13 11:33:00,179,1
12733.0,1,17.452272727272728,137,2011-04-19 16:19:00,233,1
12734.0,1,27.6,88,2010-12-22 12:47:00,352,1
12735.0,2,18.12953488372093,368,2011-01-28 13:37:00,314,1
12738.0,1,14.122727272727271,148,2010-12-02 18:27:00,371,1
12739.0,2,26.658947368421053,486,2011-09-22 13:00:00,77,0
12740.0,1,15.837037037037035,342,2011-10-07 10:44:00,63,3
12743.0,2,4.077835820895522,319,2011-07-28 16:21:00,133,3
12747.0,11,40.73796116504855,1275,2011-12-07 14:34:00,1,0
12748.0,209,7.338352557127313,25747,2011-12-09 12:20:00,0,2
12749.0,5,20.55718592964824,1471,2011-12-06 09:56:00,3,0
12750.0,1,18.392,137,2011-08-03 09:13:00,128,0
12756.0,1,28.02,144,2011-09-14 09:31:00,86,0
12757.0,13,21.17816711590297,2402,2011-11-24 12:30:00,15,0
12758.0,2,28.779278350515465,2135,2011-08-15 10:22:00,116,0
12759.0,3,16.12042105263158,902,2011-10-18 14:49:00,51,3
12762.0,2,27.51478260869565,1227,2011-12-02 10:23:00,7,0
12763.0,2,27.448888888888888,316,2011-07-24 14:12:00,137,0
12764.0,1,37.64177777777778,386,2011-01-27 10:19:00,316,1
12766.0,7,22.547193548387096,3646,2011-12-06 08:46:00,3,0
12769.0,1,35.7375,356,2011-04-15 10:25:00,238,1
12772.0,1,16.226727272727274,556,2011-10-11 09:19:00,59,3
12775.0,5,21.00060606060606,877,2011-11-22 16:33:00,16,0
12778.0,6,16.4446,825,2011-11-20 11:30:00,19,0
12779.0,8,26.72053691275168,2024,2011-11-02 11:43:00,37,0
12781.0,2,33.0696,671,2011-10-07 10:37:00,63,0
12782.0,5,22.630291262135923,1086,2011-12-05 09:16:00,4,0
12783.0,6,26.49892857142857,624,2011-12-07 15:56:00,1,0
12784.0,2,9.73593220338983,300,2011-11-30 15:38:00,8,3
12785.0,1,22.28214285714285,131,2010-12-10 13:48:00,363,1
12787.0,3,23.183,261,2011-11-30 08:44:00,9,0
12789.0,1,22.9625,4,2011-10-05 13:34:00,64,0
12790.0,1,15.472380952380954,166,2011-05-31 14:14:00,191,1
12792.0,1,16.0216,217,2011-03-28 11:36:00,256,1
12793.0,2,22.72833333333333,295,2011-01-09 12:12:00,334,1
12794.0,2,19.12022222222222,592,2011-10-17 14:54:00,52,0
12795.0,1,30.74857142857143,68,2011-11-21 10:27:00,18,0
12797.0,1,19.540769230769232,118,2010-12-09 10:55:00,365,1
12802.0,1,17.1032,314,2011-06-06 09:36:00,186,1
12808.0,3,17.273214285714285,188,2011-11-03 10:05:00,36,0
12809.0,1,19.5724,220,2011-06-15 10:51:00,177,1
12811.0,3,16.608064516129033,230,2011-03-24 09:42:00,260,1
12812.0,1,15.309333333333337,164,2011-10-26 09:54:00,44,3
12815.0,2,22.6268085106383,379,2011-07-15 10:21:00,147,0
12816.0,2,19.731034482758623,128,2011-09-05 12:41:00,95,0
12817.0,1,41.51,53,2011-03-03 16:28:00,280,1
12820.0,4,15.97186440677966,722,2011-12-06 15:12:00,2,3
12821.0,1,15.453333333333331,70,2011-05-09 15:51:00,213,1
12822.0,2,20.62782608695652,550,2011-09-30 10:04:00,70,0
12824.0,1,15.8848,232,2011-10-11 12:49:00,59,3
12826.0,7,16.205714285714286,1058,2011-12-07 10:25:00,2,0
12827.0,3,17.206000000000003,197,2011-12-04 12:17:00,5,0
12828.0,6,18.19125,494,2011-12-07 08:45:00,2,0
12829.0,2,26.63636363636364,376,2011-01-07 11:13:00,336,1
12831.0,1,23.89444444444445,135,2011-03-22 13:02:00,261,1
12832.0,2,14.186296296296296,195,2011-11-07 13:30:00,31,3
12833.0,1,17.390833333333333,156,2011-07-17 13:46:00,144,1
12834.0,1,17.354444444444443,110,2011-03-02 09:49:00,282,1
12836.0,4,14.930628571428572,1064,2011-10-11 15:10:00,58,3
12837.0,1,11.175,24,2011-06-19 16:07:00,172,1
12838.0,2,5.55390243902439,359,2011-11-06 12:20:00,33,3
12839.0,14,17.80707006369427,3807,2011-12-07 12:33:00,2,0
12840.0,4,24.13070796460177,1511,2011-07-19 09:29:00,143,0
12841.0,25,9.577023809523808,2757,2011-12-05 11:13:00,4,3
12842.0,2,32.9114705882353,547,2011-09-30 15:33:00,69,0
12843.0,8,16.526796116504855,781,2011-10-05 12:09:00,65,0
12844.0,2,6.268461538461539,125,2011-11-10 13:31:00,28,3
12845.0,4,13.114444444444445,204,2011-03-17 13:34:00,266,1
12847.0,1,9.577362637362636,909,2011-11-17 13:16:00,21,3
12849.0,2,20.6056862745098,623,2011-11-08 13:41:00,30,0
12851.0,1,2.7036,109,2011-09-04 12:41:00,96,3
12852.0,1,18.326470588235296,149,2011-02-18 08:47:00,294,1
12853.0,6,25.09102564102564,800,2011-07-28 11:29:00,134,0
12854.0,3,12.040909090909093,627,2011-09-22 12:15:00,78,3
12855.0,1,12.7,30,2010-12-02 09:37:00,372,1
12856.0,6,6.942452229299363,1079,2011-12-02 10:52:00,7,3
12857.0,2,24.05217391304348,343,2011-05-13 10:20:00,210,1
12865.0,2,16.507684210526318,925,2011-11-13 14:31:00,25,3
12866.0,1,21.504615384615384,171,2011-03-01 14:11:00,282,1
12867.0,7,7.503382899628253,4298,2011-11-13 15:30:00,25,3
12868.0,6,15.0192523364486,928,2011-06-07 10:42:00,185,1
12871.0,2,34.60363636363636,200,2011-09-16 15:07:00,83,0
12872.0,2,9.090454545454548,319,2011-01-17 10:52:00,326,1
12876.0,2,26.09435294117647,1941,2011-10-13 12:26:00,57,0
12877.0,12,9.972532467532467,1178,2011-12-06 10:30:00,3,3
12878.0,2,18.19127659574468,547,2011-04-17 13:07:00,235,1
12881.0,1,42.57142857142857,21,2011-03-09 11:44:00,275,1
12883.0,4,16.749285714285715,196,2011-11-15 09:32:00,24,0
12885.0,3,16.552394366197184,655,2011-10-07 13:40:00,62,0
12886.0,2,16.809756097560978,770,2011-10-03 10:09:00,67,0
12890.0,1,4.639878048780488,259,2011-11-15 17:26:00,23,3
12893.0,1,5.533529411764706,96,2011-11-09 12:34:00,30,3
12895.0,2,16.945454545454545,210,2011-10-28 13:51:00,41,0
12902.0,1,13.868,66,2011-03-20 12:06:00,264,1
12904.0,2,7.0775,302,2011-11-21 14:34:00,17,3
12909.0,5,23.94142857142857,1280,2011-10-31 12:43:00,39,0
12910.0,8,41.00053333333333,1692,2011-11-16 14:28:00,22,0
12915.0,2,16.529545454545453,93,2011-07-14 11:34:00,148,1
12916.0,4,28.094859813084117,1119,2011-07-24 10:35:00,138,0
12919.0,6,26.7038,673,2011-12-01 13:47:00,7,0
12920.0,1,5.865357142857143,129,2011-11-22 15:05:00,16,3
12921.0,37,23.037625,9526,2011-11-30 16:22:00,8,0
12922.0,1,14.477857142857143,370,2011-07-01 15:35:00,160,1
12923.0,1,6.102413793103448,69,2011-10-06 16:20:00,63,3
12924.0,4,31.12333333333333,481,2011-09-12 13:55:00,87,0
12925.0,2,15.423333333333332,541,2011-12-05 11:11:00,4,3
12928.0,5,24.555952380952384,1472,2011-11-04 14:24:00,34,0
12929.0,1,14.73125,37,2011-02-01 12:08:00,311,1
12930.0,2,16.632,252,2011-09-22 15:18:00,77,0
12933.0,3,5.731415094339623,499,2011-11-15 16:38:00,23,3
12935.0,7,16.749612403100773,1853,2011-12-07 17:25:00,1,0
12936.0,4,17.15967741935484,559,2011-11-22 17:32:00,16,0
12937.0,4,12.535583333333332,1007,2011-11-24 15:05:00,14,3
12938.0,1,12.682222222222222,140,2011-11-14 11:21:00,25,3
12940.0,2,9.227676767676767,411,2011-10-16 12:09:00,54,3
12942.0,3,9.118666666666666,203,2011-07-31 14:39:00,130,3
12944.0,2,20.15033333333333,289,2011-11-04 11:04:00,35,0
12945.0,1,20.128260869565217,165,2011-02-24 14:15:00,287,1
12947.0,6,16.535979381443298,1165,2011-07-19 10:06:00,143,0
12948.0,7,17.801293103448273,1080,2011-11-23 17:10:00,15,0
12949.0,8,19.382418604651164,2381,2011-11-09 11:25:00,30,0
12951.0,6,16.89,503,2011-12-01 12:14:00,8,0
12952.0,4,17.566962025316457,653,2011-12-04 10:35:00,5,0
12953.0,1,19.40294117647059,84,2011-11-30 09:24:00,9,0
12955.0,11,26.428666666666665,3664,2011-12-08 16:29:00,0,0
12956.0,1,5.687894736842105,34,2011-02-06 16:08:00,305,1
